tweet,label
@Diishaidiamond lmao yesterday ? Them hoes was cute af lol,"[0.27736639976501465, 0.7226336002349854]"
The way I see it.... you bitches are fake by affiliation ..!,"[0.18470975756645203, 0.8152902722358704]"
I grew to hate blonde and primary colored weaves but that wouldn't stop me from requesting some good mouthwork.,"[0.8973221182823181, 0.10267789661884308]"
When this test is over today I'm making a pan of brownies. I'm going to lay in bed all day &amp; eat them until my heart is content. &#128524;,"[0.9720426201820374, 0.027957351878285408]"
@FrankieJGrande omg gtfo white faggot,"[0.10144756734371185, 0.8985524773597717]"
Jameis tweet RT @MrCOOK_ Fuck her right in the pussy,"[0.18751510977745056, 0.812484860420227]"
Jada Fire has never dropped me for talking to imaginary hoes,"[0.4221646785736084, 0.5778353810310364]"
&#8220;@Officialzyon777: When the pussy stank http://t.co/D6iRWMInqo&#8221;,"[0.2412915676832199, 0.7587084174156189]"
RT @JayJroc: If you thought Mansion Elan was crazy with Migos wait til Boosie &amp; Yo Gotti shut that bitch down tonight http://t.co/1iC1H0Ib8U,"[0.44920963048934937, 0.5507903695106506]"
"Good day, honkies. ...I said GOOD DAY! ...honkies.","[0.957608699798584, 0.04239131510257721]"
"@BillPeriman @offgridsurvival what the holy fucking hell is going on at the EPA, those over-zealous cunts, I can't wait for 2016","[0.46235305070877075, 0.5376468896865845]"
this bitch think he care about her talents,"[0.23952709138393402, 0.7604729533195496]"
Don't touch me bitch I'm famous.,"[0.42260903120040894, 0.5773909091949463]"
"&#8220;@keyna__: &#8220;@cosmeticJUNKiee: ""need to get laid &#128514;&#128514;&#128514;&#128514; 
sike im celibate""

bitches be like &#128070;&#128070;&#128070;&#128070;&#128070;&#128070;&#128070;&#8221;&#128064;&#8221;&#128064;","[0.15302766859531403, 0.8469723463058472]"
RT @ShamarGotHoes: These hoes... Smh http://t.co/PRr9JkrBSp,"[0.19249165058135986, 0.8075083494186401]"
Just posted a photo @ Yankee Stadium http://t.co/yFLU32Xh,"[0.9452147483825684, 0.05478525906801224]"
"But if you knew , bitch you'll do better &#128074;","[0.2104019820690155, 0.7895979881286621]"
This nigga on the train treating his bitch over the phone lmao,"[0.5863511562347412, 0.4136488437652588]"
Bitches with trash pussy always want unprotected sex,"[0.19624587893486023, 0.8037540912628174]"
@EaglesandHeat @Bpfillherup @SoleUniv nigga you done bumped yo head. Li nings fire but Kobe 9 Elite golds are trash!? http://t.co/NaadECTQAk,"[0.8665154576301575, 0.13348455727100372]"
RT @SheMoansNookie: Can't even tell a bitch hey without thinking you tryna get at them. Lmao. Y'all sumn else. Get real,"[0.5615578293800354, 0.438442200422287]"
@ICBC_World214 lol nigga just walk in that hoe looking for girls don't even wanna buy nothing,"[0.1523256152868271, 0.8476744294166565]"
"NO, you don?t have ?haters?. People just don?t like you. Get over yourself hoe.","[0.16461127996444702, 0.8353887796401978]"
Gucci fucked a lot more famous bitches but he the type to not have to speak on it.Wonder who opened their mouth?,"[0.3665020167827606, 0.6334980130195618]"
These niggas pure pussy I see it in they faces,"[0.16970935463905334, 0.8302906155586243]"
@peighxo @baestation bitch got arms like piccolo,"[0.6605982780456543, 0.3394017219543457]"
"""don't let your side bitch settle in, I might have to headbutt you Evelyn""","[0.4561847746372223, 0.5438152551651001]"
"RT @CarmeelaCuuh: I be like wassup bitch?!
&#175;\( &#728;o&#728;)/&#175;
 ) )
 | \
 | |_
""huh? nothing""

 that's what I thought hoe.
(&#728;o&#728; )
 &lt;) &#8230;","[0.17462876439094543, 0.825371265411377]"
I can't blow bubbles or whistle. I'm basically retarded.,"[0.7940260171890259, 0.20597393810749054]"
"@samzbikowski Cody is ALWAYS calling people ""nigger"". He's a fucking spaz!","[0.29409968852996826, 0.7059003114700317]"
sprayed da vee wit peppermint oil hopefully dat fuckin spider leaves or dies.. I hope dat bitch dying slow right now,"[0.7090713977813721, 0.29092860221862793]"
@sramirez07943 you don't know where I llive you stupid cunt &#128014;,"[0.2074081003665924, 0.79259192943573]"
@Eric_Mariners @chief_peters @LEXXX_RUGER @MANIAC3X @Rodriguez5_ this hoe wasn't loyal http://t.co/LG83fwLdwp,"[0.3219403028488159, 0.6780596971511841]"
"RT @Nachumlist: Charlie Rangel: &#180;The Things We
Believe in Are Spiritual Damn Things&#180; http://t.co/NwgiJ1mjia","[0.913911759853363, 0.08608818054199219]"
@D_Palomino52 @TheOneMiss_Luu you my niggah though Daniel! Lol,"[0.12952223420143127, 0.8704777956008911]"
You know a bitch is crazy when she smiles and she's upset!,"[0.38411352038383484, 0.6158865094184875]"
MY CHEST&#8230; RT @LILBTHEBASEDGOD: ima make a song called perez hilton and its gonabe about a gay party boy who&#8217;s a fat slut with no bitches.,"[0.22474347054958344, 0.7752565741539001]"
&#128553;&#128553;&#128514;&#128557;&#128557; RT @Eb_Reloaded: @11wdNICK @KingHov1313 swear to God bitch I'm bouta delete my twitter account http://t.co/YPi52s4dtC,"[0.29834070801734924, 0.7016592621803284]"
I'm not much of a texted get off my nuttz hoe,"[0.15859860181808472, 0.8414013981819153]"
@AmPowerBlog your incessant whining (like a worthless little bitch) is the funniest thing that has happened all weekend. You are not a man.,"[0.4400020241737366, 0.5599979758262634]"
"Lmao &#171;@MickDaddy_ &#171;@TylerIAm ""I mean damn bitch you was almost ready 20 minutes ago"" http://t.co/DtQGxJKJv7&#187;&#187;","[0.600756049156189, 0.39924389123916626]"
"@orchetect Are we doing Mad Libs now? Cool. Uh... 
Twinkie 35' long, DJ Pon3 cameo, Magic&#8482;, Crystal Tree. #TNGSeason4Finale","[0.8819990158081055, 0.11800098419189453]"
"RT @tryna_be_famous: Like, when you're a hoe, how do u sleep at night?","[0.3790930211544037, 0.6209070086479187]"
WATCH-Military Monday Jihadi Bitches Slaying: BADASS - A-10 Silences Taliban During Intense Night Time Firefight http://t.co/osAgQo567K,"[0.9035577774047852, 0.09644219279289246]"
Ketchup on tha beat hoe,"[0.11671440303325653, 0.8832855820655823]"
"The price is wrong, bitch","[0.19544705748558044, 0.8045529723167419]"
#BlessJesusAir Matthew 6:26 Look at the birds of the air.. and yet your heavenly Father feeds them.Are you not much more valuable than they?,"[0.9455797076225281, 0.054420292377471924]"
"Un pollito cruzaba la frontera, un zorro se tropieza con el pollo, el zorro le dice, im sorry el pollo le dice im... http://t.co/oXcOYauJi1","[0.7586492896080017, 0.2413507103919983]"
@MosoKnowso @ShaeGreyyy thats a goddamn terrible joke you gbe lookin bitch,"[0.22647446393966675, 0.773525595664978]"
Mother b is such a bitch&#128545;&#128548;,"[0.21117258071899414, 0.7888273596763611]"
Dad called me a border hopper,"[0.9630841016769409, 0.03691587224602699]"
RT @DeolaCola: They don't make R&amp;B like THIS anymore!!!!!!! Dudes used to make you feel good about busting it wide open not call you a hoe &#8230;,"[0.3691568672657013, 0.6308431029319763]"
You tha hoe,"[0.11140218377113342, 0.888597846031189]"
Wintertime .. Bout to turn the grind back on .. Don't spent enough money wit u niccas,"[0.4433441758155823, 0.5566558241844177]"
@MillerCoors Thanks for the follow guys! I'm enjoying a cold yellow belly right now.,"[0.9739581346511841, 0.02604188397526741]"
High school is tough for everyone. Grow the fuck up and stop being a little bitch. That should be a tag line for my new speaking tour,"[0.5605881214141846, 0.43941184878349304]"
Her pussy wet I call it Fiji water,"[0.6988136172294617, 0.30118638277053833]"
RT @JimNorton: There is a GIFT SHOP at the 9-11 museum? And they charge admission. It's a mass grave you fucking cunts. What a disgrace.,"[0.6205615997314453, 0.3794384300708771]"
He said that bitch look like a praying mantis tho ctfu,"[0.3139926493167877, 0.6860073804855347]"
Both y'all pussy son beat it http://t.co/cbnjo5WJ,"[0.7526977062225342, 0.2473023384809494]"
"""@Latrobemark: You love these hoes more then money wats wrong these niggas""","[0.32422083616256714, 0.6757791638374329]"
@Coley_Cee fuck u u dumb ass bitch hoe,"[0.12268403172492981, 0.8773159384727478]"
@FuckBoiRik hahahaha youza fuck wigger,"[0.12317828088998795, 0.876821756362915]"
Let me delete that for the little bitch Reports me to Mr.Olsen &#128514;,"[0.20839637517929077, 0.7916036248207092]"
Mann.. Jada Pickett was a badddddd bitch #Lawd,"[0.14964346587657928, 0.8503565192222595]"
RT @DopeChubbyChick: You was so eager to be a hoe you didn't even read RT @JennnVeee: &#8220;@DJZeeti: twitpic a selfie wearing a leotard&#8221; http:/&#8230;,"[0.28354495763778687, 0.7164550423622131]"
RT @SCAR_49: @16stanleys @odale_ese118 hahah that niggah got hella checked ! Do your thang Uce. #PowerCouple,"[0.11062183976173401, 0.8893781900405884]"
&#128553;&#128557; RT @Freegeezy17: My Co worker talking about what's my twitter name Oh no hoe you could never screen shot me to the boss,"[0.20517826080322266, 0.7948217988014221]"
Lol this girl makes fun of guys for having like light voices but I'm just like bitch your voice is like deeper than five men together wtf,"[0.832939088344574, 0.16706085205078125]"
RT @meldigio: Y'all look fucking retarded with y'alls pants down to your ankles.,"[0.6853018999099731, 0.31469812989234924]"
&#8220;@LilReese300: No yu can't get no money yu silly hoe...&#8221;,"[0.1441652774810791, 0.8558347225189209]"
&#8220;@HerTruMetier: &#8220;@what_evaittakes: Bout to get a breasts reduction these bitches be in the way&#128530;&#8221;&#128514;&#128514;&#128514;&#8221;so serious&#128553;&#128553;&#128553;,"[0.16171146929264069, 0.8382884860038757]"
Dude why do i have to be such a bitch..? Like i'm confused.,"[0.47879457473754883, 0.5212054252624512]"
Work is such a bitch right now,"[0.2893758714199066, 0.710624098777771]"
"The X's and O's, exes and hoes, I exit and ghost &#128123;","[0.7011309266090393, 0.2988690435886383]"
RT @JosephTheFlyGuy: This bitch got a real life hippo as a pet http://t.co/wU6jItcE0U,"[0.3471314013004303, 0.6528685688972473]"
Wiz thought he could turn his hoe into a house wife #SHEDONTBELONGTOYOU #SHEBELONGSTOTHEWORLD,"[0.13580375909805298, 0.864196240901947]"
RT @_imjustvee: ever wanna text somebody and be like bitch die I hope you don't wake up you low down dirty muthafxcka&#128520;,"[0.5642926692962646, 0.43570736050605774]"
RT @ZOEPASSION Niggaz buying p***y....Niggaz buying p***y. + Don't start this hoe shit...,"[0.1731790006160736, 0.826820969581604]"
"RT @DatDudeTorey: &#8220;@Aj_Swagggg: That ""boss ass bitch"" song got basics thinking they're models lmao #knowyourplace&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;","[0.8391388654708862, 0.16086113452911377]"
@yoPapi_chulo @0beytheLAU @Huntermoore that bitch needs a tittielift,"[0.24535885453224182, 0.7546411752700806]"
Dude live next to me be hitting some ugly ass hoes Got Damn,"[0.1461676061153412, 0.8538324236869812]"
"RT @JayonnaZarate: She my Lowkey bitch, the one I ride Lowkey with.","[0.32560503482818604, 0.6743950247764587]"
&#8220;@RudePost: A new breed of white girl... https://t.co/0Zsu3zQiXD&#8221; she slammed that bitch &#128527;&#128514;,"[0.1723444014787674, 0.8276556134223938]"
"S/O to my favorite nigger to work on the plantation @Pretty_WarZone just remember next time, ask for the watermelon. Dont steal it.","[0.08673962205648422, 0.9132604002952576]"
"Every time I fuck, I gotta hit me least like two bitches...","[0.24422989785671234, 0.7557700872421265]"
#NowPlaying : The Doors - The WASP (Texas Radio and the Big Beat) on #1069TheArrow - http://t.co/R5wuXA9jB6,"[0.8300006985664368, 0.16999924182891846]"
Slide in your bitch Dms like &#128166; &#127940; https://t.co/W7QbM72Oyo,"[0.20358392596244812, 0.7964160442352295]"
@fredabrahams @Brown_Moses I saw the actual tweet while scanning Jihadi accounts. They put a screen shot of it with: all aid workers r spies,"[0.45866501331329346, 0.5413349866867065]"
RT @ComedyPics: If Kanye took Kim to McDonald&#8217;s then ya hoes don&#8217;t deserve $200 Dates http://t.co/2QK4I1fRTs,"[0.26805779337882996, 0.7319421768188477]"
The corny facade is all apart Nick Cannon's plan. Nigga is actually a genius on levels of business and bitches.,"[0.9335969686508179, 0.06640300899744034]"
1-800-slap-a-hoe,"[0.27022626996040344, 0.7297737002372742]"
@DopeBoy_Pollo &#128514; wassup pussy,"[0.18540851771831512, 0.8145915269851685]"
RT @Heissarcastic: Pop a molly? Why don't some of you hoes start popping birth control,"[0.1674179881811142, 0.8325820565223694]"
@yurista4life @PaulMoon8 are you for real right now!! @justinmiculka01 this kid haha where you at pussy,"[0.26445528864860535, 0.735544741153717]"
"""Why would I want to play with some pussy?"" - @jimmyfallon *DEAD* #SNL","[0.549955427646637, 0.45004457235336304]"
RT @Mike_Hall32: Schools a bitch,"[0.19100572168827057, 0.8089942932128906]"
After the leg workout I was put through today walking up the stairs is a straight up bitch! #ouch,"[0.32368332147598267, 0.6763167381286621]"
Procrastination is really a bitch.,"[0.27716195583343506, 0.7228380441665649]"
RT @souljaboy: K Michelle pussy smell like shit,"[0.5416077971458435, 0.4583921730518341]"
&#8220;@RileyyBryn: &#8220;@devon_sheaa: I just want panda express&#8221; panera**&#8221; big booty hoe*** &#128514;&#128514;&#128514;&#128514;,"[0.13407202064990997, 0.8659279942512512]"
@lifeof_brandon bitch I called yu back,"[0.17049971222877502, 0.8295003175735474]"
I'm only on here cause my bitch tripping &#128514;,"[0.21586424112319946, 0.7841358184814453]"
RT @BudaHefner74: Roll up let's get high let's get high bitch,"[0.29806485772132874, 0.7019351720809937]"
Yes I love sex I told yo bitch being the rubbers,"[0.29330214858055115, 0.7066978216171265]"
"RT @ThatDamnHAM: #LRT exactly. Announcing that you could be a piece of pussy for a couple hours, then irrelevant after that? Nothing cute a&#8230;","[0.8450782299041748, 0.154921755194664]"
RT @StonerBoii2cold: &#8220;@TreVaughnLG: Moma said no pussy cats inside my dog house&#8221; that's what got bro nem locked inside the dog pound !!,"[0.47804003953933716, 0.5219599604606628]"
@steveeearley @TheChaseUSA @MarkLabbett That cracker as big as he looks on TV?,"[0.6035318374633789, 0.3964681625366211]"
@Zhugstubble eat bitch,"[0.20325084030628204, 0.7967491745948792]"
RT @ConceitedNoRezn: So ike just had to punch a nigga for harassing a young lady on Ga ave and Florida Ave in nw dc #youoksis,"[0.8859865069389343, 0.11401348561048508]"
For all you hoes know I could be DJ Zetti,"[0.13878823816776276, 0.8612117171287537]"
@EvanBecker513 @_TriggaPlease_ @MorbidMermaid @zooyorkinit @_ShayisdaBOMB_ @Rainbowblake because she's a nigger,"[0.09109894186258316, 0.9089010953903198]"
Fuck my Ex bitch,"[0.18377400934696198, 0.8162259459495544]"
Did he say wayne chung bitch ?,"[0.30728772282600403, 0.6927122473716736]"
Moving has been a bitch this weekend,"[0.4713883101940155, 0.5286117196083069]"
"Fuck wnba , fuck dykes on my set #GotNoSet","[0.1483624279499054, 0.851637601852417]"
RT @Lyssaboo_23: You local ass bitch,"[0.17918969690799713, 0.8208102583885193]"
"Alfredo, Linguini, Pasta.... Just fancily prepared trash","[0.967698872089386, 0.03230109438300133]"
RT @ParisBurned: When they run out of dick inside the pussy. RT @VizyIsIgnant: How do straight dudes know if their dick is small??,"[0.2025306671857834, 0.7974693775177002]"
Cant wait! RT @StrictlyKeyz All niggas wanna do at 45 is pop Viagra and pop young bitches,"[0.17331764101982117, 0.8266823887825012]"
